Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,TargetClass
1980-05-27,0.0,4.379624843597412,4.336263179779053,4.365170955657959,1.7354720830917358,104641,49.29581826814214,1.6153684115409852,1.6244688285342759,1.655307227373123,1.803784142093945,1.506830312652301,1.7297255992889404,0
1980-05-28,0.0,4.365170955657959,4.307353973388672,4.350717067718506,1.7297255992889404,63130,53.846013914597556,1.618241696357727,1.6285965450344588,1.6558818757534026,1.8054690308659034,1.5062947206409019,1.700993537902832,0
1980-05-29,0.0,4.350717067718506,4.235083103179932,4.278446197509766,1.700993537902832,704812,56.45170302556002,1.6206552958488465,1.6314356427940029,1.6535832703113555,1.7986209370081847,1.5085456036145264,1.723979115486145,1
1980-05-30,0.0,4.336263179779053,4.191720962524414,4.336263179779053,1.723979115486145,71778,67.24130901141726,1.6229539227485656,1.6350647985858515,1.6527213096618651,1.7957571569826811,1.5096854623410492,1.7067391872406006,0
1980-06-02,0.0,4.336263179779053,4.278446197509766,4.292900085449219,1.7067391872406006,31998,73.58484362670808,1.6250226879119873,1.6378755589252536,1.651859313249588,1.7932857681113568,1.5104328583878193,1.723979115486145,1
1980-06-03,0.0,4.336263179779053,4.235083103179932,4.336263179779053,1.723979115486145,316517,74.54548334743316,1.6274362516403198,1.641252168986465,1.6512846648693085,1.791367660057231,1.511201669681386,1.7699519395828247,1
1980-06-04,0.0,4.4518961906433105,4.321808815002441,4.4518961906433105,1.7699519395828247,223983,76.27122815566922,1.6319186067581177,1.6462992188137733,1.652721345424652,1.7972080911556967,1.5082345996936075,1.7699519395828247,0
1980-06-05,0.0,4.596437931060791,4.437441825866699,4.4518961906433105,1.7699519395828247,204093,81.81815438776738,1.6367457580566407,1.651148345118442,1.6561692655086517,1.8085800940496748,1.5037584369676287,1.7412183284759521,0
1980-06-06,0.0,4.4518961906433105,4.365170955657959,4.379624843597412,1.7412183284759521,180743,74.57612339649774,1.640883297920227,1.6546805013285404,1.6604791760444642,1.817556799572785,1.5034015525161433,1.700993537902832,0
1980-06-09,0.0,4.379624843597412,4.278446197509766,4.278446197509766,1.700993537902832,113289,66.66681334362168,1.6444462037086487,1.6564966988412577,1.6650764644145966,1.8211952295610576,1.5089576992681355,1.7297255992889404,1
1980-06-10,0.0,4.379624843597412,4.278446197509766,4.350717067718506,1.7297255992889404,154799,68.11592939323798,1.6472045826911925,1.6593684204274415,1.673409003019333,1.8243071070839734,1.5225108989546925,1.7354720830917358,1
1980-06-11,0.0,4.379624843597412,4.336263179779053,4.365170955657959,1.7354720830917358,411645,69.5654121567465,1.6499629354476928,1.6623528777868255,1.6817415833473206,1.826606716805103,1.5368764498895382,1.7469656467437744,1
1980-06-12,0.0,4.39408016204834,4.336263179779053,4.39408016204834,1.7469656467437744,173825,62.50004167439958,1.6534109044075012,1.6656710255890588,1.6894995331764222,1.830656577681435,1.5483424886714094,1.792938470840454,1
1980-06-13,0.0,4.53862190246582,4.408534049987793,4.509713172912598,1.792938470840454,61401,61.11125410328859,1.6582380652427673,1.6706619057949958,1.7007054328918456,1.837025461622563,1.5643854041611283,1.8331643342971802,1
