Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,TargetClass
1962-03-13,0.0,7.561377048492432,7.411646842956543,7.505228042602539,0.9835737943649292,72130,38.4614090488783,1.032223482131958,1.0252009167001088,1.0036871492862702,1.0536283541414704,0.9537459444310702,0.98602694272995,1
1962-03-14,0.0,7.561377048492432,7.299348831176758,7.523943901062012,0.98602694272995,116209,43.66169416459741,1.0303454625606536,1.0236646824267692,1.0002532452344894,1.0445496491869983,0.9559568412819806,0.9786677956581116,0
1962-03-15,0.0,7.505228042602539,7.430363178253174,7.467794895172119,0.9786677956581116,94169,46.268349236942306,1.028077049255371,1.02190009863192,0.9975551545619965,1.0400866858870206,0.9550236232369724,0.9786677956581116,0
1962-03-16,0.0,7.523943901062012,7.4490790367126465,7.467794895172119,0.9786677956581116,74133,51.666585664179884,1.0256626999378204,1.0202047142015747,0.9947343558073044,1.034155483394014,0.9553132282205948,0.9786677956581116,0
1962-03-19,0.0,7.467794895172119,7.374214172363281,7.467794895172119,0.9786677956581116,60776,45.282575932294925,1.023296992778778,1.0185758154351645,0.9922815263271332,1.0290770782277778,0.9554859744264885,0.9786677956581116,0
1962-03-20,0.0,7.467794895172119,7.430363178253174,7.467794895172119,0.9786677956581116,33393,34.09032541694029,1.0208339989185333,1.0170107950517508,0.9895834356546402,1.0215138107378916,0.9576530605713888,0.9664057493209839,0
1962-03-21,0.0,7.4490790367126465,7.35549783706665,7.374214172363281,0.9664057493209839,79476,31.2499367153975,1.0181744086742401,1.0150262834544659,0.9865175038576126,1.014567577139181,0.9584674305760441,0.9565938115119934,0
1962-03-22,0.0,7.392930030822754,7.299348831176758,7.299348831176758,0.9565938115119934,70126,29.999693806284363,1.0157563853263856,1.0127348139665258,0.983942037820816,1.0130847317944285,0.9547993438472036,0.9492351412773132,0
1962-03-23,0.0,7.35549783706665,7.243199825286865,7.243199825286865,0.9492351412773132,126895,30.61198680597332,1.0131911885738374,1.0102446307238115,0.9818571537733078,1.0146336590891527,0.949080648457463,0.9418764710426331,0
1962-03-26,0.0,7.299348831176758,7.187050819396973,7.187050819396973,0.9418764710426331,55433,32.608299439544034,1.0106733894348146,1.0075635264225888,0.9802628546953202,1.0174961637555548,0.9430295456350855,0.9296122193336487,0
1962-03-27,0.0,7.224483966827393,7.093470096588135,7.093470096588135,0.9296122193336487,80812,33.33255930873483,1.0082994973659516,1.0045066124191009,0.9771968245506286,1.020357831637122,0.9340358174641352,0.9296122193336487,0
1962-03-28,0.0,7.093470096588135,6.925023078918457,7.093470096588135,0.9296122193336487,106191,21.0529614180172,1.00621746301651,1.001569577396142,0.973027041554451,1.0177078174516294,0.9283462656572725,0.9198012351989746,0
1962-03-29,0.0,7.149619102478027,6.943739891052246,7.0186052322387695,0.9198012351989746,170306,15.000270343007564,1.0038905501365663,0.9983629757413511,0.9684893459081649,1.015495683183165,0.9214830086331649,0.9173481464385986,0
1962-03-30,0.0,7.0186052322387695,6.925023078918457,6.999887943267822,0.9173481464385986,56101,17.647332098299543,1.0015145754814148,0.9951859236118314,0.9640742689371109,1.012935518482112,0.9152130193921098,0.9026309847831726,0
1962-04-02,0.0,6.943739891052246,6.812726020812988,6.8875908851623535,0.9026309847831726,122220,2.857511825587426,0.9988442575931549,0.9915563181675703,0.9594139158725739,1.013064275021069,0.9057635567240786,0.8977261185646057,0
1962-04-03,0.0,6.925023078918457,6.850158214569092,6.850158214569092,0.8977261185646057,94169,0.0,0.9963190889358521,0.9878767024968658,0.9552441447973251,1.014464764422326,0.8960235251723244,0.8928201794624329,0
1962-04-04,0.0,6.925023078918457,6.812726020812988,6.812726020812988,0.8928201794624329,58772,0.0,0.9936958014965057,0.9841489957112017,0.9515648663043976,1.0167125797993093,0.886417152809486,0.909990668296814,1
1962-04-05,0.0,6.962456226348877,6.794009208679199,6.943739891052246,0.909990668296814,89494,16.667447755295928,0.9916104829311371,0.9812408260086767,0.9478857100009919,1.0137295209909134,0.8820418990110703,0.9173481464385986,1
1962-04-06,0.0,7.037321090698242,6.925023078918457,6.999887943267822,0.9173481464385986,72130,22.222276223880076,0.9897209799289703,0.9787352307314188,0.9443291395902633,1.0086063092622004,0.8800519699183262,0.9026309847831726,0
1962-04-09,0.0,6.962456226348877,6.8875908851623535,6.8875908851623535,0.9026309847831726,62780,19.60782538590409,0.9877317118644714,0.9757507504981542,0.9408951997756958,1.0064291625516628,0.8753612369997288,0.9124423861503601,1
1962-04-10,0.0,6.962456226348877,6.8875908851623535,6.962456226348877,0.9124423861503601,52094,27.999657852646273,0.9858900201320648,0.9732680695433388,0.9373386293649674,1.000808377851836,0.8738688808780988,0.9124423861503601,0
1962-04-11,0.0,7.0186052322387695,6.906307220458984,6.962456226348877,0.9124423861503601,76137,30.43456441074795,0.983756468296051,0.9708827486259671,0.9336594015359878,0.9936830448446368,0.8736357582273389,0.9026309847831726,0
1962-04-12,0.0,6.943739891052246,6.831441879272461,6.8875908851623535,0.9026309847831726,52094,29.78704593185759,0.9811348092555999,0.9682062088674261,0.9298575609922409,0.9874613010307981,0.8722538209536838,0.909990668296814,1
1962-04-13,0.0,6.962456226348877,6.812726020812988,6.943739891052246,0.909990668296814,37401,36.17074849170925,0.9786603438854218,0.965923246492108,0.926423704624176,0.9798097537413972,0.8730376555069548,0.8977261185646057,0
1962-04-16,0.0,6.943739891052246,6.850158214569092,6.850158214569092,0.8977261185646057,64115,36.17065498607138,0.9758919286727905,0.9632488493184804,0.9223766207695008,0.971160488432563,0.8735927531064386,0.9124423861503601,1
1962-04-17,0.0,6.962456226348877,6.850158214569092,6.962456226348877,0.9124423861503601,50758,43.39624198664311,0.9732232749462127,0.961256438998162,0.9190653502941132,0.9601431063151765,0.8779875942730498,0.9026309847831726,0
1962-04-18,0.0,7.0186052322387695,6.8875908851623535,6.8875908851623535,0.9026309847831726,79476,43.396102708187286,0.9702308440208435,0.9589574015779664,0.9158766120672226,0.9509425008717056,0.8808107232627396,0.9026309847831726,0
1962-04-19,0.0,6.8875908851623535,6.812726020812988,6.8875908851623535,0.9026309847831726,110866,44.230726992934706,0.966993123292923,0.9567485224879745,0.9131784707307815,0.9429588444406569,0.8833980970209061,0.895273745059967,0
1962-04-23,0.0,6.906307220458984,6.812726020812988,6.831441879272461,0.895273745059967,71462,46.93927548752293,0.9636082577705384,0.9543377469025625,0.9104804009199142,0.9359756624952859,0.8849851393445426,0.8903676867485046,0
1962-04-24,0.0,6.850158214569092,6.737860202789307,6.794009208679199,0.8903676867485046,92834,46.93880992125718,0.960174320936203,0.9518291170925994,0.9079049617052078,0.9302594739425317,0.885550449467884,0.8658393621444702,0
1962-04-25,0.0,6.756577014923096,6.475832939147949,6.606846809387207,0.8658393621444702,144259,40.35099910600359,0.956249817609787,0.9484569698397316,0.9047163188457489,0.9317393141195772,0.8776933235719205,0.8584814071655273,0
1962-04-26,0.0,6.625563144683838,6.475832939147949,6.5506978034973145,0.8584814071655273,87491,30.188581489394867,0.9523253452777862,0.9449285164015275,0.9011597782373428,0.9327276912418782,0.8695918652328075,0.8535755276679993,0
1962-04-27,0.0,6.662994861602783,6.45711612701416,6.513265132904053,0.8535755276679993,128231,25.000408899713957,0.9487442636489868,0.9413460462551146,0.897848492860794,0.9346437933105408,0.8610531924110473,0.8609335422515869,1
1962-04-30,0.0,6.625563144683838,6.513265132904053,6.569414138793945,0.8609335422515869,68123,32.653267692344315,0.9452612590789795,0.9381926147255646,0.8950277626514435,0.9341075564684017,0.8559479688344852,0.8731986880302429,1
1962-05-01,0.0,6.6817121505737305,6.438399791717529,6.662994861602783,0.8731986880302429,99512,34.000699847880284,0.9421707451343536,0.9356438332865324,0.893556147813797,0.933634309238461,0.853477986389133,0.8707446455955505,0
1962-05-02,0.0,6.719143867492676,6.606846809387207,6.6442790031433105,0.8707446455955505,74133,33.333698628048346,0.9389330458641052,0.9330987671025724,0.8922070741653443,0.9334924898222416,0.8509216585084469,0.883009135723114,1
1962-05-03,0.0,6.775292873382568,6.6817121505737305,6.737860202789307,0.883009135723114,107527,42.30811647922958,0.9360387408733368,0.9311344678327897,0.8917165219783783,0.9332039193998711,0.8502291245568854,0.8756504058837891,0
1962-05-04,0.0,6.719143867492676,6.606846809387207,6.6817121505737305,0.8756504058837891,38736,36.53830876367236,0.9333896863460541,0.9289586222661623,0.889999508857727,0.931143499067745,0.8488555186477091,0.8756504058837891,0
1962-05-07,0.0,6.737860202789307,6.588129997253418,6.6817121505737305,0.8756504058837891,75469,40.425471411797616,0.9310840380191803,0.9268681039766575,0.8879146218299866,0.9274166440824652,0.848412599577508,0.8697036504745483,0
1962-05-08,0.0,6.625563144683838,6.400967121124268,6.569414138793945,0.8697036504745483,121552,29.937510107671535,0.9290028619766235,0.924626360702065,0.8862682551145553,0.9259321165439348,0.8466043936851758,0.8523592948913574,0
1962-05-09,0.0,6.531980991363525,6.419683933258057,6.438399791717529,0.8523592948913574,88826,27.960098066730744,0.9262313914299011,0.921792358121253,0.8832641005516052,0.9236752443944142,0.8428529567087962,0.8424488306045532,0
1962-05-10,0.0,6.438399791717529,6.288670063018799,6.363534927368164,0.8424488306045532,106191,25.72467339628911,0.9228202104568481,0.9186808472382453,0.8797644227743149,0.921632879978732,0.8378959655698978,0.8424488306045532,0
1962-05-11,0.0,6.438399791717529,6.3073859214782715,6.363534927368164,0.8424488306045532,90162,27.3478486903616,0.9194580841064454,0.9156913563898653,0.876755315065384,0.9203203319168298,0.8331902982139381,0.8845705389976501,1
1962-05-14,0.0,6.700428009033203,6.3073859214782715,6.6817121505737305,0.8845705389976501,91498,48.11555598267381,0.9170365011692048,0.9144709321784059,0.8754843086004257,0.9163673398636499,0.8346012773372015,0.8697036504745483,0
1962-05-15,0.0,6.6817121505737305,6.438399791717529,6.569414138793945,0.8697036504745483,113538,51.34032937635156,0.9145138132572174,0.9127153525037448,0.8740831851959229,0.9136564633332137,0.834509907058632,0.8498820066452026,0
1962-05-16,0.0,6.5506978034973145,6.400967121124268,6.419683933258057,0.8498820066452026,107527,47.254659737191425,0.9118890225887298,0.9102512997249785,0.8709551662206649,0.9075389973291107,0.8343713351122192,0.8374930024147034,0
