Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,Target,TargetClass
1962-03-13,0.8497939705848694,0.8497939705848694,0.8395059704780579,0.8477370142936707,0.1984507292509079,291600,31.883443257275832,0.20255133122205735,0.20177135660889028,0.20444755628705025,0.21719905939879527,0.19169605317530522,0.1984507292509079,0.0,0
1962-03-14,0.8477370142936707,0.8621399998664856,0.843621015548706,0.8477370142936707,0.1984507292509079,583200,34.37450149900759,0.2027017280459404,0.20164113592818508,0.20377320796251297,0.21628104788152194,0.191265368043504,0.19556069374084473,-0.0028900355100631714,0
1962-03-15,0.8477370142936707,0.8559669852256775,0.8353909850120544,0.8353909850120544,0.19556069374084473,370575,39.28521510559297,0.20271795153617858,0.20140268721495608,0.20288211107254028,0.2150419420732297,0.19072228007185085,0.1950787901878357,-0.0004819035530090332,0
1962-03-16,0.8353909850120544,0.8477370142936707,0.831275999546051,0.8333330154418945,0.1950787901878357,328050,36.36260342142165,0.2027627173066139,0.20115469125310823,0.2018946662545204,0.21314339647850394,0.19064593603053687,0.19170713424682617,-0.0033716559410095215,0
1962-03-19,0.8333330154418945,0.8353909850120544,0.8168720006942749,0.8189299702644348,0.19170713424682617,650025,26.314838223648824,0.20281642615795137,0.20078419882148932,0.20085906684398652,0.2118385547296962,0.18987957895827684,0.19122543931007385,-0.00048169493675231934,0
1962-03-20,0.8189299702644348,0.8271600008010864,0.8168720006942749,0.8168720006942749,0.19122543931007385,589275,20.36987809754717,0.20285095691680907,0.20040934550731618,0.19984753876924516,0.21043707155327784,0.18925800598521247,0.19122543931007385,0.0,0
1962-03-21,0.8168720006942749,0.8209879994392395,0.8168720006942749,0.8168720006942749,0.19122543931007385,528525,22.448184598444843,0.20287594079971313,0.2000491923231106,0.19888417944312095,0.2088854211391696,0.1888829377470723,0.1941155344247818,0.0028900951147079468,1
1962-03-22,0.8168720006942749,0.8333330154418945,0.8168720006942749,0.8292179703712463,0.1941155344247818,340200,33.33276717786462,0.20295872658491135,0.19981649985650948,0.19818574711680412,0.20740200005699053,0.1889694941766177,0.1941155344247818,0.0,0
1962-03-23,0.8292179703712463,0.8353909850120544,0.8271600008010864,0.8292179703712463,0.1941155344247818,407025,33.99975003186475,0.20300332546234132,0.19959293258467703,0.19782448187470436,0.20708632817357553,0.1885626355758332,0.19363385438919067,-0.0004816800355911255,0
1962-03-26,0.8292179703712463,0.8333330154418945,0.8271600008010864,0.8271600008010864,0.19363385438919067,273375,45.946086054950754,0.20293328106403352,0.19935924324367757,0.19739096313714982,0.20658132408700852,0.18820060218729112,0.1950787901878357,0.0014449357986450195,1
1962-03-27,0.8271600008010864,0.8395059704780579,0.8251029849052429,0.8333330154418945,0.1950787901878357,309825,51.28108718690705,0.202968507707119,0.1991913823395269,0.19690927788615226,0.2054723428393085,0.188346212932996,0.19556069374084473,0.0004819035530090332,1
