Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,Target,TargetClass
2010-10-22,27.080745697021484,27.398757934570312,27.031055450439453,27.190061569213867,14.701632499694824,4364,42.049396539073086,14.559882335662842,14.709519370556698,15.099801969528198,15.781981967972193,14.417621971084202,14.634465217590332,-0.06716728210449219,0
2010-10-25,27.363975524902344,28.01490592956543,27.03602409362793,27.065837860107422,14.634465217590332,9830,38.00946402851977,14.572509803771972,14.706576070440372,15.10611572265625,15.767253792143316,14.444977653169184,14.664018630981445,0.02955341339111328,1
2010-10-26,27.329191207885742,27.50310516357422,27.12049674987793,27.12049674987793,14.664018630981445,2355,39.902544433226446,14.579710140228272,14.704907151245905,15.119146251678467,15.730356908821431,14.507935594535503,14.400718688964844,-0.26329994201660156,0
2010-10-27,27.12049674987793,27.12049674987793,26.6335391998291,26.6335391998291,14.400718688964844,6011,30.840899817210115,14.582987842559815,14.692978191940766,15.103428983688355,15.771877746606116,14.434980220770594,14.459830284118652,0.059111595153808594,1
2010-10-28,26.6335391998291,26.78757667541504,26.57391357421875,26.742856979370117,14.459830284118652,2540,34.33357792942167,14.589006004333497,14.683835136732055,15.085025119781495,15.803788091377825,14.366262148185164,14.478635787963867,0.018805503845214844,1
2010-10-29,26.78757667541504,26.78757667541504,26.484472274780273,26.777639389038086,14.478635787963867,4186,33.69697193951967,14.600827465057373,14.67578810344703,15.051441192626953,15.818504455196958,14.284377930056948,14.45445442199707,-0.024181365966796875,0
2010-11-01,26.544099807739258,26.877017974853516,26.544099807739258,26.732919692993164,14.45445442199707,1056,35.05667738562465,14.607114315032959,14.667108351233306,15.020947074890136,15.833022105856232,14.20887204392404,14.664018630981445,0.209564208984375,1
2010-11-02,26.812421798706055,27.209936141967773,26.7677001953125,27.12049674987793,14.664018630981445,5380,26.21779928560386,14.622159786224366,14.666987185733234,14.995557737350463,15.819439452380525,14.171676022320401,14.44908332824707,-0.214935302734375,0
2010-11-03,27.130434036254883,27.130434036254883,26.643478393554688,26.722980499267578,14.44908332824707,4487,24.830418516121078,14.635485820770263,14.658441936420052,14.96251130104065,15.819421697604625,14.105600904476674,14.71237850189209,0.26329517364501953,1
2010-11-04,26.891925811767578,27.209936141967773,26.832298278808594,27.209936141967773,14.71237850189209,1362,33.57316567626763,14.653540439605713,14.66055709585033,14.934032249450684,15.784072669299457,14.083991829601912,14.470576286315918,-0.24180221557617188,0
2010-11-05,27.294408798217773,27.294408798217773,26.762731552124023,26.762731552124023,14.470576286315918,5602,25.11634242128442,14.665576801300048,14.653106868025452,14.899507904052735,15.766640039845742,14.032375768259728,14.67745304107666,0.2068767547607422,1
2010-11-08,26.97142791748047,27.31925392150879,26.97142791748047,27.145341873168945,14.67745304107666,3669,33.60095090195249,14.682664279937745,14.654061619909815,14.873312711715698,15.733677745693297,14.012947677738099,14.9138822555542,0.23642921447753906,1
2010-11-09,27.294408798217773,27.58260726928711,27.190061569213867,27.58260726928711,14.9138822555542,3191,42.76097857529005,14.706898345947266,14.664250664444888,14.864446544647217,15.718992205479768,14.009900883814666,14.938063621520996,0.024181365966796875,1
2010-11-10,27.68695640563965,28.124223709106445,27.627328872680664,27.627328872680664,14.938063621520996,7300,52.70270724017301,14.72817705154419,14.674988427467481,14.833549547195435,15.625184128701033,14.041914965689838,14.790295600891113,-0.1477680206298828,0
2010-11-11,27.756521224975586,27.756521224975586,27.209936141967773,27.354036331176758,14.790295600891113,1697,52.2088780885566,14.745425682067872,14.679510277405662,14.800771808624267,15.538082173329231,14.063461443919303,14.634465217590332,-0.15583038330078125,0
2010-11-12,26.941614151000977,27.180124282836914,26.832298278808594,27.065837860107422,14.634465217590332,5650,50.0,14.755044078826904,14.677743804471728,14.760068321228028,15.4339653183712,14.086171324084855,14.749993324279785,0.11552810668945312,1
2010-11-15,26.941614151000977,27.309316635131836,26.941614151000977,27.279502868652344,14.749993324279785,1981,51.970442165377165,14.764501304626465,14.680577118974004,14.716543817520142,15.255363438761954,14.17772419627833,14.513564109802246,-0.23642921447753906,0
2010-11-16,27.26956558227539,27.279502868652344,26.842235565185547,26.842235565185547,14.513564109802246,5542,52.61854105966743,14.770197124481202,14.674027589202563,14.669929504394531,15.091681764484669,14.248177244304394,14.365796089172363,-0.1477680206298828,0
2010-11-17,26.976396560668945,27.00124168395996,26.534160614013672,26.568944931030273,14.365796089172363,2981,47.904198744245164,14.772830123901366,14.661940079397459,14.625196027755738,14.965056262715665,14.285335792795811,14.596850395202637,0.23105430603027344,1
2010-11-18,26.812421798706055,27.031055450439453,26.8024845123291,26.996273040771484,14.596850395202637,2008,52.406998406558,14.778096103668213,14.659387542762369,14.613508796691894,14.939418553211809,14.28759904017198,14.548492431640625,-0.04835796356201172,0
2010-11-19,27.140371322631836,27.229812622070312,26.782608032226562,26.906831741333008,14.548492431640625,2794,51.896065039149626,14.78094404220581,14.655038714875241,14.605851793289185,14.930236328353418,14.281467258224952,14.682825088500977,0.13433265686035156,1
2010-11-22,27.229812622070312,27.314285278320312,26.916770935058594,27.1552791595459,14.682825088500977,2852,50.39105352039388,14.785135345458984,14.656128376586054,14.608269786834716,14.934269311395811,14.282270262273622,14.274445533752441,-0.40837955474853516,0
2010-11-23,26.643478393554688,26.643478393554688,26.35527992248535,26.399999618530273,14.274445533752441,1749,46.63903811528741,14.783684520721435,14.641160421965129,14.588791131973267,14.945840993148453,14.23174127079808,14.094436645507812,-0.1800088882446289,0
2010-11-24,26.39006233215332,26.39006233215332,25.788818359375,26.067079544067383,14.094436645507812,5455,37.71363603439338,14.776591587066651,14.619720273868765,14.573477029800415,14.986393880343616,14.160560179257214,14.489384651184082,0.39494800567626953,1
2010-11-25,26.245962142944336,26.976396560668945,26.166458129882812,26.797515869140625,14.489384651184082,7049,50.35249480962921,14.775248260498048,14.614609072979171,14.574954748153687,14.98636792713908,14.163541569168293,14.400718688964844,-0.08866596221923828,0
2010-11-26,26.509315490722656,26.663354873657227,26.434782028198242,26.6335391998291,14.400718688964844,2462,44.57315875797399,14.770412120819092,14.606221214782531,14.571058893203736,14.9877541944207,14.15436359198677,14.105183601379395,-0.2955350875854492,0
2010-11-29,26.698135375976562,26.713043212890625,26.067079544067383,26.086956024169922,14.105183601379395,3929,34.50048839120428,14.764178943634032,14.586572680923584,14.553595352172852,15.017471425979252,14.089719278366452,13.978909492492676,-0.12627410888671875,0
2010-11-30,26.037267684936523,26.166458129882812,25.68943977355957,25.853416442871094,13.978909492492676,3091,32.30917580043932,14.750799198150634,14.56274275196551,14.519339895248413,15.045840080987203,13.992839709509623,14.309377670288086,0.33046817779541016,1
2010-12-01,25.878259658813477,26.474533081054688,25.878259658813477,26.464595794677734,14.309377670288086,982,41.689915986050735,14.745748271942139,14.552806866409533,14.512354612350464,15.046432052759199,13.978277171941729,14.56192398071289,0.2525463104248047,1
2010-12-02,26.713043212890625,26.931676864624023,26.62360191345215,26.931676864624023,14.56192398071289,4859,48.78705606315696,14.750100746154786,14.553164400303782,14.504831886291504,15.031229698921873,13.978434073661134,14.604912757873535,0.04298877716064453,1
2010-12-03,27.080745697021484,27.329191207885742,26.92173957824707,27.011180877685547,14.604912757873535,4736,47.51383400501391,14.752303867340087,14.555193747659459,14.511548709869384,15.039531971520352,13.983565448218416,14.647896766662598,0.0429840087890625,1
2010-12-06,27.200000762939453,27.200000762939453,26.881986618041992,27.090682983398438,14.647896766662598,1357,52.46544201455692,14.755097999572754,14.558829160169386,14.510070896148681,15.03626135768022,13.983880434617143,14.725811958312988,0.07791519165039062,1
2010-12-07,27.1055908203125,27.359006881713867,27.045961380004883,27.23478126525879,14.725811958312988,4451,56.78134168186988,14.761546077728271,14.565377505194625,14.500667381286622,15.00263718089524,13.998697581678003,14.771488189697266,0.045676231384277344,1
2010-12-08,27.279502868652344,27.31925392150879,27.279502868652344,27.31925392150879,14.771488189697266,4860,53.53649393843769,14.762674560546875,14.573460277135906,14.492338609695434,14.968621597057153,14.016055622333715,15.389426231384277,0.6179380416870117,1
2010-12-09,27.577638626098633,28.54658317565918,27.577638626098633,28.46211051940918,15.389426231384277,7935,63.837242767162955,14.773904933929444,14.605458942008392,14.522295141220093,15.133688029976435,13.910902252463751,15.394801139831543,0.005374908447265625,1
2010-12-10,28.61117935180664,28.819875717163086,28.407453536987305,28.472049713134766,15.394801139831543,10329,62.234513093055,14.77879467010498,14.636413538001456,14.560311937332154,15.285111011029016,13.83551286363529,15.55869197845459,0.16389083862304688,1
