Date,Open,High,Low,Close,Adj Close,Volume,RSI,ATR,WMA,PlusDI,MinusDI,ADX,ROC_20,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,ROI,Target,TargetClass
1997-01-16,23.222219467163086,23.222219467163086,22.94792938232422,22.96015739440918,10.639556884765625,2525925,77.38497353220798,0.36776065826416016,10.159638668241955,32.14537929339703,13.827442211422486,27.209247090762418,8.665460504688681,10.101223678588868,10.177070948656098,10.184347820281982,10.903643970099713,9.46505167046425,10.642391204833984,0.026639455938411584,0.002834320068359375,1
1997-01-17,23.016937255859375,23.06148910522461,22.90949249267578,22.966272354125977,10.642391204833984,1996185,77.0279141350411,0.3597116470336914,10.217932583036877,30.45801616048237,13.884107120731423,28.1605221149788,8.528371498104725,10.110056228637696,10.195318801839546,10.226162815093994,10.950091263957647,9.502234366230342,10.755329132080078,1.0612081915838154,0.11293792724609375,1
1997-01-20,23.016937255859375,23.451087951660156,23.016937255859375,23.209991455078125,10.755329132080078,4965993,78.8544353685409,0.3943413325718471,10.284033221290224,32.9742625466509,11.739081693689448,28.915657471397395,9.036453962476344,10.122442932128907,10.217279991260744,10.27073049545288,11.01035425340538,9.531106737500382,10.81199836730957,0.5268944774592162,0.05666923522949219,1
1997-01-21,23.22484016418457,23.332286834716797,23.091188430786133,23.332286834716797,10.81199836730957,1609826,79.66569733658051,0.4115626471383231,10.358480290004186,29.288860486309865,10.427051263919337,30.320590601668282,9.610961016821996,10.134254779815674,10.24060228051756,10.318131637573241,11.069416800107183,9.5668464750393,10.900242805480957,0.8161713974929617,0.08824443817138672,1
1997-01-22,23.58211898803711,23.671220779418945,23.328792572021484,23.52271842956543,10.900242805480957,5620226,84.98788058580692,0.41624232700892855,10.453101630437942,32.78252152997766,9.558617211053864,31.653413994151936,10.505574329158463,10.14708667755127,10.266470536398478,10.369945001602172,11.132205182579767,9.607684820624577,10.950030326843262,0.45675607645427935,0.04978752136230469,1
1997-01-23,23.576005935668945,23.862525939941406,23.374216079711914,23.630163192749023,10.950030326843262,4765086,83.38861080782156,0.41923727308000835,10.530532818748837,33.50026074058843,8.799827595784198,33.41264333380096,11.010315254727576,10.160914325714112,10.29327680269043,10.424247741699219,11.18947366543694,9.659021817961497,10.606364250183105,-3.138494290903305,-0.34366607666015625,0
1997-01-24,23.433616638183594,23.433616638183594,22.867563247680664,22.88852882385254,10.606364250183105,5310281,65.74586049083678,0.4588584899902344,10.608503795805431,28.383589108556667,15.478836608906068,35.1253556323853,7.0037170815454575,10.169026336669923,10.30555474180779,10.458958673477174,11.1885269310422,9.729390415912148,10.836688995361328,2.171571141112247,0.23032474517822266,1
1997-01-27,22.921722412109375,23.460697174072266,22.921722412109375,23.38557243347168,10.836688995361328,4805439,68.08660334688244,0.4618534360613142,10.678077752249582,26.578544873013314,14.262407449308762,34.70425585699178,9.069041881865836,10.1855499458313,10.32638353606479,10.504011964797973,11.208357262325896,9.799666667270051,10.86583423614502,0.2689496837656511,0.029145240783691406,1
1997-01-28,23.40391731262207,23.638900756835938,23.272886276245117,23.448467254638672,10.86583423614502,4885287,59.98292068414167,0.42441599709647043,10.698479425339471,29.870092143670103,14.395409914498572,34.391926328462255,9.362382725093333,10.201280155181884,10.347538465479701,10.550522518157958,11.218759919642114,9.882285116673803,10.787306785583496,-0.7227006123497003,-0.07852745056152344,0
1997-01-29,23.343643188476562,23.359365463256836,23.076339721679688,23.279001235961914,10.787306785583496,3752827,50.99852416311942,0.39820970807756695,10.69538380759103,29.53052734004686,17.805881377493222,34.38000168764201,8.572020115458855,10.218475780487061,10.364784281954359,10.593106698989867,11.202293931122982,9.983919466856753,10.879599571228027,0.8555683775293598,0.09229278564453125,1
1997-01-30,23.326171875,23.552419662475586,23.326171875,23.478168487548828,10.879599571228027,3766565,62.74519936578778,0.37306417737688335,10.720827729361398,32.98423927824572,17.63111769655909,33.699361257875935,10.355190485071585,10.238480644226074,10.384973116827837,10.64415111541748,11.157837273677211,10.13046495715775,11.028562545776367,1.369195378681807,0.14896297454833984,1
1997-01-31,23.68345069885254,24.059072494506836,23.68345069885254,23.799631118774414,11.028562545776367,9157552,64.96886425581228,0.3890375409807478,10.740411876496815,38.756502234392634,15.685228485632742,33.51468406153363,9.717323589694304,10.262298622131347,10.410211917963073,10.692989397048951,11.152413308721872,10.23356548537603,11.507434844970703,4.34210983713132,0.47887229919433594,1
1997-02-03,23.898340225219727,24.833030700683594,23.867767333984375,24.833030700683594,11.507434844970703,6909805,74.25965447566803,0.440514155796596,10.766630754016695,44.443522948019556,12.8519815577535,34.233370657873635,14.10457879514071,10.297758522033691,10.453240268041803,10.764111661911011,11.265703676897362,10.26251964692466,11.426068305969238,-0.7070779899920606,-0.08136653900146484,0
1997-02-04,24.910776138305664,24.978912353515625,24.594554901123047,24.65744972229004,11.426068305969238,4765945,70.68091496478854,0.4519948959350586,10.79750299907866,42.51805907135259,11.6217245400522,35.777283564324925,12.087508162551241,10.331016254425048,10.491390387176212,10.825720977783202,11.335041406812103,10.316400548754302,11.504596710205078,0.6872740660478531,0.07852840423583984,1
1997-02-05,24.758779525756836,24.92213249206543,24.75266456604004,24.826915740966797,11.504596710205078,4188124,73.10272212039925,0.4513086591448103,10.840823491414389,39.512276299036806,10.800135310203633,37.33636678780818,8.709458149750748,10.362476654052735,10.531123968471462,10.871806573867797,11.450663864561156,10.292949283174439,11.504596710205078,0.0,0.0,0
1997-02-06,24.826915740966797,24.826915740966797,24.826915740966797,24.826915740966797,11.504596710205078,0,73.06193976930102,0.4404517582484654,10.891977555411202,37.56893995205764,10.268951145014865,38.77868218827313,6.9101679233444235,10.389468116760254,10.569299370108075,10.908986711502076,11.550055973251666,10.267917449752485,11.877006530761719,3.23705237078234,0.3724098205566406,1
1997-02-07,25.65765380859375,25.705698013305664,25.577287673950195,25.630573272705078,11.877006530761719,1754925,76.34532834335182,0.4685922350202288,10.938755871000744,46.274627849556836,8.95719605730277,40.16805824283556,12.374557073159288,10.42285535812378,10.620582003859198,10.974380826950073,11.726659413936291,10.222102239963855,12.000062942504883,1.0360894508599043,0.12305641174316406,1
