Date,Open,High,Low,Close,Adj Close,Volume,RSI,ATR,WMA,PlusDI,MinusDI,ADX,SMA_50,EMA_50,SMA_20,UpperBand,LowerBand,Tomorrow,ROI,Target,TargetClass
2019-07-22,43.25,43.720001220703125,43.0099983215332,43.689998626708984,43.689998626708984,3815300,45.468731373530744,0.9575710296630859,43.851809692382815,28.689142278517753,23.426635273513458,17.033931572373373,42.86739997863769,43.170145505444786,43.89550018310547,45.58156085179108,42.209439514419856,43.36000061035156,-0.7553170673612344,-0.3299980163574219,0
2019-07-23,43.75,44.310001373291016,43.11000061035156,43.36000061035156,43.36000061035156,5110100,45.046437800274944,0.9768567766462054,43.82142875308082,30.4862237593004,21.282483780991353,16.546249088287055,42.903199996948246,43.17759080367642,43.90900020599365,45.57207201371111,42.24592839827619,43.7599983215332,0.9225039334666131,0.3999977111816406,1
2019-07-24,43.36000061035156,43.869998931884766,43.36000061035156,43.7599983215332,43.7599983215332,3775700,46.45549052595724,0.965428216116769,43.75590500604539,28.592261544181703,19.96030559180919,16.63987502495271,43.03639999389648,43.200430314180615,43.94250011444092,45.56254448196146,42.322455746920376,43.400001525878906,-0.8226618132138991,-0.3599967956542969,0
2019-07-25,43.720001220703125,43.959999084472656,43.209999084472656,43.400001525878906,43.400001525878906,4412000,48.96663314900642,0.9089995792933873,43.78247662498838,28.87366607848774,20.856586869109808,16.717042343036248,43.10520004272461,43.208256636208,43.98750019073486,45.48413366388944,42.49086671758029,44.52000045776367,2.580642609463789,1.1199989318847656,1
2019-07-26,43.41999816894531,44.959999084472656,43.38999938964844,44.52000045776367,44.52000045776367,7598800,61.49343178213177,0.9425710950578962,43.90133369082496,33.54663340433396,18.648188630573316,16.73899125498045,43.16980003356934,43.259697570386656,43.957000160217284,45.378580012940915,42.53542030749365,43.880001068115234,-1.437554768795674,-0.6399993896484375,0
2019-07-29,45.0,45.62699890136719,43.119998931884766,43.880001068115234,43.880001068115234,8652200,47.427649380692934,1.0302140372140067,43.8504764738537,33.17024938357008,17.727223953522206,17.634263703030744,43.18740005493164,43.28402319774856,43.832000160217284,44.68074158503302,42.98325873540155,42.59000015258789,-2.939837931008402,-1.2900009155273438,0
2019-07-30,43.709999084472656,43.7400016784668,42.4900016784668,42.59000015258789,42.59000015258789,7686300,42.08271976996407,1.0409284319196428,43.855714489164804,30.443412816922162,20.667618300193507,18.524296187223225,43.20100006103516,43.256806607742256,43.748000144958496,44.7354284087324,42.76057188118459,42.13999938964844,-1.056587840636835,-0.4500007629394531,0
2019-07-31,42.599998474121094,42.97999954223633,41.84000015258789,42.13999938964844,42.13999938964844,5970800,37.098983862789815,1.0523569924490792,43.804666646321614,27.927434853721262,23.442091935144862,18.513849187617275,43.212000045776364,43.21301024624838,43.65500011444092,44.867262169234124,42.44273805964771,41.310001373291016,-1.969620380586214,-0.8299980163574219,0
2019-08-01,42.13999938964844,42.5359992980957,41.0,41.310001373291016,41.310001373291016,7349700,33.24996614449719,1.1013567788260323,43.728094991048174,24.750551023609006,26.304193246093366,17.757058940140954,43.20820007324219,43.13838244730887,43.50900020599365,45.079958807999844,41.93804160398746,40.400001525878906,-2.202856008618944,-0.9099998474121094,0
2019-08-02,41.029998779296875,41.060001373291016,39.95000076293945,40.400001525878906,40.400001525878906,8225700,25.328533887050153,1.1463568551199776,43.54019041515532,22.057069301601995,30.074248314932916,16.732504342340047,43.19120010375977,43.03099496019397,43.35250034332275,45.45002593447641,41.2549747521691,39.04999923706055,-3.3415896975983834,-1.3500022888183594,0
2019-08-05,39.349998474121094,39.41999816894531,38.43299865722656,39.04999923706055,39.04999923706055,9799300,22.746748090603234,1.2182856968470983,43.35723789760045,19.25336165618764,35.25939982984464,16.706287936021102,43.162800064086916,42.87487748085541,43.15750026702881,46.004000385398456,40.31100014865916,39.150001525878906,0.25608781247670764,0.10000228881835938,1
2019-08-06,39.68000030517578,40.80799865722656,38.36000061035156,39.150001525878906,39.150001525878906,8570300,24.915817563977583,1.3338571275983537,43.19971426100958,23.835125069020844,30.27231795024497,17.54698070921326,43.11560012817383,42.72880391399359,42.90500030517578,46.21957063217781,39.59042997817375,39.70000076293945,1.4048511254769347,0.5499992370605469,1
2019-08-07,39.060001373291016,39.9900016784668,38.31999969482422,39.70000076293945,39.70000076293945,8896000,28.60191011880941,1.4060001373291016,42.99200014386858,20.979203106075868,26.850543484281886,17.1335549913446,43.090600128173826,42.61002731983461,42.70500030517578,46.28933124877612,39.12066936157544,42.970001220703125,8.236776813405672,3.270000457763672,1
2019-08-08,41.97999954223633,43.0,41.25,42.970001220703125,42.970001220703125,29610500,49.132951254377765,1.5755716051374162,42.85295253935314,31.155557973359187,22.2317906425887,16.80037907988071,43.15120018005371,42.624143943398074,42.6540002822876,46.19004807301967,39.11795249155553,40.04999923706055,-6.795443101443779,-2.920001983642578,0
